,level_0,index,date,open,high,low,close,volume,ema10,ema20,ema50,ema100,ema200,upper,lower,signal
48479,48479,48479,2023-05-21 01:00:00,27237.76000000,27257.19000000,27198.53000000,27229.98000000,322.39404000,27128.37402641939,27089.518569521468,27026.785142169687,26976.366993389798,26958.690760582773,27251.595016241517,27014.683704811032,
48480,48480,48480,2023-05-21 01:15:00,27229.98000000,27229.98000000,27186.29000000,27190.38000000,208.64703000,27139.647839797683,27099.124420043234,27033.200626790484,26980.60487470881,26960.996126149115,27256.366460481175,27019.45514905069,
48481,48481,48481,2023-05-21 01:30:00,27190.38000000,27205.56000000,27185.00000000,27185.01000000,116.23156000,27147.895505289012,27107.303999086736,27039.1539355438,26984.6525009522,26963.225119918778,27260.55437865142,27023.643067220935,
48482,48482,48482,2023-05-21 01:45:00,27185.01000000,27195.89000000,27150.95000000,27158.79000000,173.18803000,27149.87632250919,27112.207427745143,27043.84554591463,26988.100768260076,26965.17103912357,27264.118476556832,27027.207165126347,
48483,48483,48483,2023-05-21 02:00:00,27158.79000000,27191.04000000,27145.59000000,27181.37000000,269.82762000,27155.602445689336,27118.79433938846,27049.238661761116,26991.927881759875,26967.322272565125,27267.03844986319,27030.127138432705,
48484,48484,48484,2023-05-21 02:15:00,27181.36000000,27181.37000000,27147.26000000,27159.37000000,116.93727000,27156.287455564,27122.65868801813,27053.557537770484,26995.24356726958,26969.233195226167,27269.313329496672,27032.402018066186,
48485,48485,48485,2023-05-21 02:30:00,27159.37000000,27173.27000000,27159.36000000,27166.57000000,85.63327000,27158.15700909782,27126.84071773069,27057.989399034388,26998.6361698979,26971.196745522426,27270.959836364957,27034.04852493447,
48486,48486,48486,2023-05-21 02:45:00,27166.57000000,27169.98000000,27155.10000000,27168.54000000,72.37425000,27160.04482562549,27130.812077946815,27062.324716719315,27002.00060217715,26973.16035999484,27272.00993797583,27035.098626545343,
48487,48487,48487,2023-05-21 03:00:00,27168.53000000,27173.90000000,27159.40000000,27163.89000000,100.18854000,27160.743948239036,27133.962356237593,27066.307669004833,27005.206332827107,26975.058167358075,27272.507854262236,27035.59654283175,
48488,48488,48488,2023-05-21 03:15:00,27163.90000000,27177.00000000,27156.60000000,27177.00000000,88.43494000,27163.699594013757,27138.06117945306,27070.648544730135,27008.60818762261,26977.067538827152,27272.506784625963,27035.595473195477,
48489,48489,48489,2023-05-21 03:30:00,27176.99000000,27180.00000000,27168.23000000,27180.00000000,71.51841000,27166.66330419307,27142.05535283848,27074.936837093657,27012.00208489741,26979.086767296536,27272.06562101406,27035.154309583573,
48490,48490,48490,2023-05-21 03:45:00,27180.00000000,27191.10000000,27168.61000000,27176.22000000,107.24700000,27168.400885248873,27145.309128758625,27078.90872583508,27015.253924800432,26981.048292000054,27271.24587638845,27034.334564957964,
48491,48491,48491,2023-05-21 04:00:00,27176.22000000,27176.22000000,27157.90000000,27157.91000000,93.90298000,27166.493451567258,27146.509211733995,27082.00681501802,27018.07879757666,26982.808109990103,27270.10900234944,27033.197690918954,
48492,48492,48492,2023-05-21 04:15:00,27157.90000000,27167.91000000,27154.83000000,27165.72000000,89.67571000,27166.352824009577,27148.33881061647,27085.289685017313,27021.00238574346,26984.628128796176,27268.714204417618,27031.802892987133,
48493,48493,48493,2023-05-21 04:30:00,27165.73000000,27169.25000000,27150.11000000,27158.11000000,141.65923000,27164.854128735104,27149.26940008157,27088.145383644085,27023.717388005967,26986.354316569348,27267.116799012456,27030.20548758197,
48494,48494,48494,2023-05-21 04:45:00,27158.11000000,27158.12000000,27118.00000000,27129.32000000,137.49433000,27158.393378055993,27147.369457216657,27089.76007448157,27025.80852883753,26987.776860683087,27265.36710083492,27028.455789404434,
48495,48495,48495,2023-05-21 05:00:00,27129.32000000,27138.34000000,27111.93000000,27119.24000000,292.06318000,27151.27458204581,27144.69046129126,27090.9161499921,27027.65865697936,26989.084951621568,27263.50978824295,27026.598476812465,
48496,48496,48496,2023-05-21 05:15:00,27119.25000000,27125.35000000,27089.74000000,27108.62000000,237.46746000,27143.519203492026,27141.25517926352,27091.610418619857,27029.261851890664,26990.274355088022,27261.583668928015,27024.67235749753,
48497,48497,48497,2023-05-21 05:30:00,27108.61000000,27117.47000000,27108.61000000,27113.88000000,73.83019000,27138.130257402565,27138.64801933366,27092.483735536724,27030.93745878392,26991.504262002567,27259.621757553316,27022.71044612283,
48498,48498,48498,2023-05-21 05:45:00,27113.88000000,27118.78000000,27098.84000000,27098.85000000,65.05615000,27130.98839242028,27134.857731778073,27092.733392966657,27032.282261580276,26992.572378798563,27257.651577999517,27020.74026656903,
48499,48499,48499,2023-05-21 06:00:00,27098.84000000,27103.00000000,27080.16000000,27097.39000000,122.79566000,27124.87959379841,27131.289376370638,27092.91600500718,27033.5715237272,26993.615340203552,27255.695611764888,27018.784300334402,
48500,48500,48500,2023-05-21 06:15:00,27097.38000000,27097.39000000,27077.60000000,27088.83000000,90.88468000,27118.325122198697,27127.245626240103,27092.7557695167,27034.66575098013,26994.562749753768,27186.815326306078,26934.504665275595,
48501,48501,48501,2023-05-21 06:30:00,27088.83000000,27088.86000000,27065.01000000,27076.95000000,147.70693000,27110.80237270802,27122.45556659819,27092.13593541801,27035.503062841908,26995.38252338806,27184.94626136246,26932.635600331978,
48502,48502,48502,2023-05-21 06:45:00,27076.95000000,27093.31000000,27076.95000000,27083.85000000,123.17935000,27105.90194130656,27118.77884596979,27091.810996774166,27036.460427934147,26996.26279678718,27182.831932144778,26930.521271114296,
48503,48503,48503,2023-05-21 07:00:00,27083.85000000,27083.86000000,27064.68000000,27064.68000000,153.96187000,27098.407042887186,27113.62657492505,27090.747036116358,27037.01923134139,26996.943564978355,27180.4352709091,26928.124609878618,
48504,48504,48504,2023-05-21 07:15:00,27064.69000000,27074.13000000,27050.64000000,27064.01000000,115.66990000,27092.153035089515,27108.90118683695,27089.69852489611,27037.553702007895,26997.610892690016,27177.71651095176,26925.405849921277,
48505,48505,48505,2023-05-21 07:30:00,27064.01000000,27075.53000000,27047.88000000,27065.74000000,195.88504000,27087.350665073238,27104.79059761438,27088.758974900185,27038.111846522588,26998.28879425529,27174.634321014175,26922.323659983693,
48506,48506,48506,2023-05-21 07:45:00,27065.74000000,27071.57000000,27049.71000000,27054.99000000,107.82941000,27081.466907787195,27100.04768355587,27087.43470137469,27038.446067383527,26998.85298535723,27171.147465421134,26918.836804390652,
48507,48507,48507,2023-05-21 08:00:00,27055.00000000,27068.93000000,27025.74000000,27068.93000000,208.53117000,27079.187470007702,27097.084094645787,27086.709026810975,27039.049709613555,26999.55026908502,27167.21703023223,26914.906369201748,
48508,48508,48508,2023-05-21 08:15:00,27068.93000000,27072.67000000,27043.50000000,27053.98000000,90.75971000,27074.604293642667,27092.97894277476,27085.425535563485,27039.345358928138,27000.09185844736,27162.80920107784,26910.498540047356,
48509,48509,48509,2023-05-21 08:30:00,27053.97000000,27057.10000000,27042.45000000,27049.24000000,97.15770000,27069.992603889452,27088.813329177166,27084.006494953155,27039.541292414706,27000.580894681716,27157.898502417353,26905.58784138687,
48510,48510,48510,2023-05-21 08:45:00,27049.25000000,27050.00000000,27040.00000000,27042.87000000,107.50370000,27065.061221364092,27084.43777401744,27082.39329907264,27039.607207416393,27001.001681799313,27152.471315550203,26900.16065451972,
48511,48511,48511,2023-05-21 09:00:00,27042.88000000,27042.88000000,27030.12000000,27030.13000000,144.95833000,27058.710090206983,27079.2656050634,27080.343757932536,27039.4195399428,27001.29151581126,27146.52939466648,26894.218733635997,
48512,48512,48512,2023-05-21 09:15:00,27030.13000000,27077.00000000,27030.00000000,27054.88000000,152.70011000,27058.01371016935,27076.943166485933,27079.345179190084,27039.7256876667,27001.824734559406,27140.09301323547,26887.782352204988,
48513,48513,48513,2023-05-21 09:30:00,27054.88000000,27064.20000000,27045.00000000,27064.19000000,87.82057000,27059.13667195674,27075.728579201557,27078.750858437532,27040.210129495084,27002.445284464287,27133.20331766532,26880.89265663484,
48514,48514,48514,2023-05-21 09:45:00,27064.19000000,27077.22000000,27064.19000000,27077.21000000,100.84986000,27062.42273160097,27075.869666896648,27078.69043261645,27040.94280019815,27003.189211982055,27125.92346181743,26873.61280078695,
48515,48515,48515,2023-05-21 10:00:00,27077.22000000,27085.81000000,27060.54000000,27061.61000000,100.31353000,27062.274962218977,27074.51160338268,27078.02061172953,27041.352051679376,27003.770513355368,27118.338159388702,26866.02749835822,
48516,48516,48516,2023-05-21 10:15:00,27061.61000000,27061.61000000,27054.81000000,27057.96000000,44.82472000,27061.49042363371,27072.935260203376,27077.23392107347,27041.68092194315,27004.309712227452,27110.551425059602,26858.24076402912,
48517,48517,48517,2023-05-21 10:30:00,27057.95000000,27062.14000000,26985.01000000,26999.59000000,349.55753000,27050.235801154853,27065.949997326865,27074.18906142353,27040.84743834031,27004.262749916732,27102.68246869762,26850.37180766714,
48518,48518,48518,2023-05-21 10:45:00,26999.59000000,26999.60000000,26890.39000000,26955.00000000,1087.70138000,27032.920200944878,27055.38333091478,27069.514980583393,27039.147489066247,27003.772573300645,27094.859934282085,26842.549273251603,
48519,48519,48519,2023-05-21 11:00:00,26954.99000000,26955.00000000,26850.00000000,26905.19000000,793.85180000,27009.696528045806,27041.079204160993,27063.07086369777,27036.494865520377,27002.791652173277,27087.21490068674,26834.904239656258,
48520,48520,48520,2023-05-21 11:15:00,26905.19000000,26905.19000000,26852.61000000,26894.03000000,433.88312000,26988.666250219292,27027.074518050424,27056.441810219425,27033.673779074426,27001.709446679015,27079.87324628723,26827.562585256746,
48521,48521,48521,2023-05-21 11:30:00,26894.03000000,26919.35000000,26839.98000000,26896.34000000,481.14985000,26971.87965927033,27014.62361156943,27050.16330785788,27030.954298300676,27000.660994473255,27072.948090639307,26820.637429608825,
48522,48522,48522,2023-05-21 11:45:00,26896.34000000,26920.00000000,26776.23000000,26829.94000000,815.88577000,26946.072448493906,26997.034696181865,27041.527099706593,27026.973817146205,26998.96227811034,27066.533044301592,26814.22238327111,
48523,48523,48523,2023-05-21 12:00:00,26829.93000000,26856.46000000,26803.58000000,26817.84000000,530.63312000,26922.75745785865,26979.968534640735,27032.755056580845,27022.832553440338,26997.16006638785,27060.696919155977,26808.386258125494,
48524,48524,48524,2023-05-21 12:15:00,26817.85000000,26853.13000000,26813.35000000,26848.38000000,351.25639000,26909.234283702528,26967.436293246377,27025.524662205127,27019.378047431615,26995.679667717322,27055.480389606808,26803.169728576326,
48525,48525,48525,2023-05-21 12:30:00,26848.39000000,26896.38000000,26838.56000000,26896.15000000,429.67545000,26906.85532302934,26960.647122461007,27020.45114604022,27016.937888076533,26994.689322764913,27050.89487566078,26798.584214630297,
48526,48526,48526,2023-05-21 12:45:00,26896.15000000,26949.82000000,26874.28000000,26930.01000000,360.61685000,26911.065264296732,26957.729301274245,27016.904434430802,27015.216543758186,26994.04574741402,27046.923674687652,26794.61301365717,
48527,48527,48527,2023-05-21 13:00:00,26930.00000000,26935.79000000,26910.72000000,26911.94000000,197.63501000,26911.224307151868,26953.368415438603,27012.788182100183,27013.171463683768,26993.228774802938,27043.52513291074,26791.21447188026,
48528,48528,48528,2023-05-21 13:15:00,26911.94000000,26930.99000000,26910.73000000,26929.16000000,136.27827000,26914.485342215165,26951.0628520635,27009.508645547234,27011.507870343492,26992.591274556144,27040.637449263108,26788.326788232625,
48529,48529,48529,2023-05-21 13:30:00,26929.16000000,26929.55000000,26907.14000000,26907.15000000,105.39876000,26913.151643630586,26946.8806756765,27005.494581015973,27009.441377861443,26991.74111262026,27038.184564264302,26785.87390323382,
48530,48530,48530,2023-05-21 13:45:00,26907.15000000,26924.48000000,26888.07000000,26890.69000000,197.98809000,26909.067708425027,26941.52918275493,27000.992440583977,27007.089865428545,26990.7356289126,27036.082516587394,26783.77185555691,
48531,48531,48531,2023-05-21 14:00:00,26890.69000000,26925.34000000,26890.60000000,26922.57000000,215.58484000,26911.522670529564,26939.72354630208,26997.917050757158,27005.41620472699,26990.057363948297,27034.245651851536,26781.934990821053,
48532,48532,48532,2023-05-21 14:15:00,26922.57000000,26970.00000000,26918.11000000,26952.35000000,248.88682000,26918.945821342368,26940.926065701882,26996.130107590212,27004.3653887918,26989.68216629707,27032.59213501417,26780.281473983687,
48533,48533,48533,2023-05-21 14:30:00,26952.35000000,26972.21000000,26935.91000000,26952.55000000,156.45030000,26925.055672007387,26942.03310706361,26994.421083763147,27003.339341488994,26989.31269200556,27031.048335822805,26778.737674792323,
48534,48534,48534,2023-05-21 14:45:00,26952.56000000,26965.83000000,26881.00000000,26898.32000000,229.43348000,26920.194640733316,26937.869954009933,26990.652413811655,27001.25975056842,26988.407292085107,27029.551807992877,26777.241146962395,
48535,48535,48535,2023-05-21 15:00:00,26898.32000000,26977.00000000,26890.67000000,26936.80000000,227.42342000,26923.213796963624,26937.768053628035,26988.540554446492,26999.983319864095,26987.893786691227,27028.052747283535,26775.742086253053,
48536,48536,48536,2023-05-21 15:15:00,26936.81000000,26946.49000000,26916.60000000,26946.48000000,120.31268000,26927.44401569751,26938.59776280632,26986.891120938788,26998.92384818362,26987.481709211715,27026.51397256301,26774.20331153253,
48537,48537,48537,2023-05-21 15:30:00,26946.49000000,26946.49000000,26812.93000000,26812.94000000,301.69743000,26906.625103752507,26926.630356824768,26980.069508352954,26995.240999704733,26985.74497578672,27024.909611502222,26772.59895047174,
48538,48538,48538,2023-05-21 15:45:00,26812.94000000,26904.01000000,26811.00000000,26898.97000000,489.51799000,26905.233266706593,26923.99603712717,26976.889135476365,26993.334643274935,26984.88154319183,27023.222777546634,26770.912116516152,
48539,48539,48539,2023-05-21 16:00:00,26898.97000000,26916.81000000,26881.28000000,26898.16000000,205.09279000,26903.947218214485,26921.53546216268,26973.801718398863,26991.449996873453,26984.01864226455,27021.442591331,26769.13193030052,
48540,48540,48540,2023-05-21 16:15:00,26898.15000000,26898.16000000,26863.16000000,26876.79000000,137.54387000,26899.009542175485,26917.27398957576,26969.997337285182,26989.179501885857,26982.951690600225,27019.560926768467,26767.250265737985,
48541,48541,48541,2023-05-21 16:30:00,26876.78000000,26910.94000000,26855.88000000,26886.56000000,145.25620000,26896.745989052666,26914.3488477114,26966.72528484263,26987.147432541584,26981.99256930072,27017.569252761692,26765.25859173121,
48542,48542,48542,2023-05-21 16:45:00,26886.55000000,26896.49000000,26851.65000000,26886.43000000,219.47581000,26894.870354679453,26911.689909834124,26963.57645014292,26985.1530279368,26981.0416979644,27015.455901661433,26763.14524063095,
48543,48543,48543,2023-05-21 17:00:00,26886.42000000,26933.33000000,26872.13000000,26911.25000000,231.12496000,26897.84847201046,26911.648013659447,26961.524432490256,26983.689601641025,26980.347253208536,27013.204032342004,26760.893371311522,
48544,48544,48544,2023-05-21 17:15:00,26911.25000000,26912.77000000,26871.85000000,26879.71000000,143.36000000,26894.55056800856,26908.606298072835,26958.31602337299,26981.63059962833,26979.34588750497,27010.790476270955,26758.479815240473,
48545,48545,48545,2023-05-21 17:30:00,26879.70000000,26893.02000000,26844.45000000,26893.02000000,224.40203000,26894.272282916092,26907.121888732567,26955.75539500542,26979.875934289154,26978.486923450193,27008.1855657953,26755.874904764816,
48546,48546,48546,2023-05-21 17:45:00,26893.02000000,26893.46000000,26832.98000000,26871.55000000,232.49439000,26890.140958749525,26903.734089805657,26952.453222652268,26977.730866283426,26977.422874460637,27005.353950814464,26753.043289783982,
48547,48547,48547,2023-05-21 18:00:00,26871.55000000,26878.06000000,26866.84000000,26873.62000000,116.66685000,26887.13714806779,26900.866081252738,26949.36172372473,26975.669264970882,26976.390010038143,27002.256318283038,26749.945657252556,
48548,48548,48548,2023-05-21 18:15:00,26873.61000000,26879.83000000,26848.09000000,26865.07000000,150.61649000,26883.12493932819,26897.45693065724,26946.056165931604,26973.479180516013,26975.28234824672,26998.85184381221,26746.541182781726,
48549,48549,48549,2023-05-21 18:30:00,26865.08000000,26883.39000000,26846.38000000,26883.39000000,174.08702000,26883.17313217761,26896.117222975598,26943.598669228402,26971.695236347376,26974.367996522873,26995.10113172391,26742.790470693428,
48550,48550,48550,2023-05-21 18:45:00,26883.39000000,26894.75000000,26857.17000000,26872.28000000,166.93430000,26881.19256269077,26893.847011263635,26940.801858670427,26969.726617805845,26973.352195562446,26990.9693456096,26738.658684579117,
48551,48551,48551,2023-05-21 19:00:00,26872.27000000,26887.96000000,26855.80000000,26884.30000000,239.77153000,26881.757551292445,26892.937772095673,26938.58609950688,26968.035001611668,26972.46610406431,26986.42920239227,26734.11854136179,
48552,48552,48552,2023-05-21 19:15:00,26884.30000000,26895.27000000,26867.12000000,26874.74000000,159.41345000,26880.481632875635,26891.204650943702,26936.082330898767,26966.18757583718,26971.493705018896,26981.46350505088,26729.1528440204,
48553,48553,48553,2023-05-21 19:30:00,26874.73000000,26902.98000000,26874.73000000,26891.78000000,96.94180000,26882.5358814437,26891.25944609192,26934.344984589014,26964.71415849387,26970.700533824678,26976.066926476244,26723.75626544576,
48554,48554,48554,2023-05-21 19:45:00,26891.78000000,26916.99000000,26885.00000000,26902.12000000,136.45119000,26886.096630272114,26892.29378455936,26933.08125970317,26963.474670206862,26970.01814045329,26970.246829774842,26717.93616874436,
48555,48555,48555,2023-05-21 20:00:00,26902.13000000,26926.29000000,26895.23000000,26903.61000000,225.58509000,26889.28087931355,26893.37151936323,26931.925524028535,26962.289231192863,26969.35736293634,26964.02301435394,26711.71235332346,
48556,48556,48556,2023-05-21 20:15:00,26903.60000000,26903.61000000,26881.19000000,26890.66000000,89.68399000,26889.531628529265,26893.113279423877,26930.30726818428,26960.870830575182,26968.574304598667,26957.426402673547,26705.115741643065,
48557,48557,48557,2023-05-21 20:30:00,26890.65000000,26891.93000000,26857.16000000,26857.17000000,110.87606000,26883.647696069398,26889.690109954936,26927.43914002019,26958.817348781613,26967.4658040554,26950.496815201488,26698.186154171006,
48558,48558,48558,2023-05-21 20:45:00,26857.17000000,26881.52000000,26820.00000000,26845.80000000,288.67975000,26876.76629678405,26885.51009948304,26924.23760511744,26956.579381479005,26966.255199039926,26943.28010324991,26690.969442219426,
48559,48559,48559,2023-05-21 21:00:00,26845.79000000,26846.65000000,26666.03000000,26771.66000000,1056.59633000,26857.65606100513,26874.667232865606,26918.25416962264,26952.917611548724,26964.318928402714,26935.82500271352,26683.514341683036,
48560,48560,48560,2023-05-21 21:15:00,26771.66000000,26771.66000000,26673.37000000,26704.69000000,570.83153000,26829.84404991329,26858.478924973642,26909.879104147243,26948.002213300235,26961.7355559808,26928.1801204315,26675.86945940102,
48561,48561,48561,2023-05-21 21:30:00,26704.68000000,26771.66000000,26700.96000000,26758.65000000,367.21886000,26816.89967720178,26848.971408309488,26903.94855104343,26944.25266452201,26959.714804179996,26920.3914585542,26668.08079752372,
48562,48562,48562,2023-05-21 21:45:00,26758.66000000,26792.46000000,26745.03000000,26745.15000000,137.83974000,26803.854281346914,26839.083655137158,26897.721156884865,26940.31003750177,26957.579831004077,26912.500818347504,26660.19015731702,
48563,48563,48563,2023-05-21 22:00:00,26745.15000000,26794.81000000,26731.42000000,26761.19000000,194.68088000,26796.097139283836,26831.66521179076,26892.366993869775,26936.763106066093,26955.625703332396,26904.54530967076,26652.23464864028,
48564,48564,48564,2023-05-21 22:15:00,26761.19000000,26780.00000000,26751.85000000,26751.85000000,106.51251000,26788.05220486859,26824.063763048784,26886.856523521943,26933.101460401416,26953.598084393765,26896.558040787433,26644.24737975695,
48565,48565,48565,2023-05-21 22:30:00,26751.86000000,26789.05000000,26750.52000000,26771.47000000,114.14544000,26785.037258528846,26819.05483323461,26882.3315618152,26929.90083742317,26951.785864648555,26888.56989652298,26636.259235492496,
48566,48566,48566,2023-05-21 22:45:00,26771.47000000,26779.92000000,26754.81000000,26754.81000000,99.91216000,26779.541393341784,26812.93627768846,26877.330716253822,26926.433692127663,26949.82590579633,26880.61215553064,26628.30149450016,
48567,48567,48567,2023-05-21 23:00:00,26754.82000000,26804.63000000,26754.81000000,26789.76000000,158.72163000,26781.399321825094,26810.729013146698,26873.89657051838,26923.727282382562,26948.233210216265,26872.719573121365,26620.408912090883,
48568,48568,48568,2023-05-21 23:15:00,26789.75000000,26793.64000000,26775.50000000,26783.02000000,64.95522000,26781.693990584165,26808.09005951368,26870.332783439226,26920.940999563107,26946.5892976768,26864.933483448298,26612.622822417816,
48569,48569,48569,2023-05-21 23:30:00,26783.03000000,26788.59000000,26770.00000000,26779.25000000,90.57991000,26781.249628659767,26805.343387179048,26866.760909578865,26918.135237195518,26944.924230038225,26857.304464449662,26604.99380341918,
48570,48570,48570,2023-05-21 23:45:00,26779.24000000,26785.91000000,26726.15000000,26747.78000000,113.22201000,26775.164241630715,26799.861159828662,26862.094991556165,26914.761866161945,26942.96259590849,26849.894161663047,26597.583500632565,
48571,48571,48571,2023-05-22 00:00:00,26747.78000000,26779.51000000,26736.71000000,26779.51000000,171.37720000,26775.954379516035,26797.922954130692,26858.856364436317,26912.08361138646,26941.336201919356,26842.77597379959,26590.46531276911,
48572,48572,48572,2023-05-22 00:15:00,26779.51000000,26779.54000000,26687.13000000,26700.04000000,171.67693000,26762.151765058574,26788.60076802301,26852.628271713325,26907.884727992667,26938.93524468633,26836.034446640864,26583.723785610382,
48573,48573,48573,2023-05-22 00:30:00,26700.03000000,26700.04000000,26549.29000000,26627.99000000,1175.28133000,26737.758716866105,26773.30450440177,26843.818927724566,26902.342258131426,26935.84126215214,26829.763380175864,26577.45271914538,
48574,48574,48574,2023-05-22 00:45:00,26627.98000000,26669.46000000,26585.30000000,26656.11000000,296.23576000,26722.913495617722,26762.143123030175,26836.457793303995,26897.466371831793,26933.057866508832,26824.06280354589,26571.75214251541,
48575,48575,48575,2023-05-22 01:00:00,26656.10000000,26688.23000000,26590.55000000,26617.92000000,479.55543000,26703.82376914177,26748.407587503494,26827.887683762663,26891.93080011235,26929.922166344564,26819.03509268147,26566.72443165099,
48576,48576,48576,2023-05-22 01:15:00,26617.93000000,26673.12000000,26589.38000000,26668.26000000,275.94661000,26697.35762929781,26740.77448393173,26821.6277745955,26887.50167535765,26927.318562699344,26814.780581859486,26562.469920829004,
48577,48577,48577,2023-05-22 01:30:00,26668.26000000,26674.99000000,26620.00000000,26652.78000000,275.75786000,26689.252605789115,26732.394056890615,26815.006293238817,26882.853721390173,26924.586835707312,26811.39304616534,26559.082385134858,
48578,48578,48578,2023-05-22 01:45:00,26652.79000000,26653.48000000,26560.00000000,26584.17000000,317.16280000,26670.14667746382,26718.27748004389,26805.953889582393,26876.939192253736,26921.19960351122,26808.955408870406,26556.644747839924,
48579,48579,48579,2023-05-22 02:00:00,26584.17000000,26619.71000000,26538.21000000,26619.71000000,640.42185000,26660.9763724704,26708.890100992092,26798.650207637987,26871.845544882377,26918.199706958872,26807.53596534603,26555.225304315547,
48580,48580,48580,2023-05-22 02:15:00,26619.71000000,26652.39000000,26603.61000000,26639.66000000,239.68969000,26657.100668384872,26702.296758040462,26792.41529753454,26867.24781132035,26915.42816758615,26807.185327789863,26554.87466675938,
48581,48581,48581,2023-05-22 02:30:00,26639.65000000,26662.00000000,26639.65000000,26657.83000000,314.25296000,26657.233274133076,26698.061828703278,26787.137442729265,26863.10092396747,26912.865001739523,26807.934199384756,26555.623538354273,
48582,48582,48582,2023-05-22 02:45:00,26657.83000000,26666.04000000,26635.76000000,26649.67000000,233.04406000,26655.858133381607,26693.45308311249,26781.746562622237,26858.87456903742,26910.24614600082,26809.791998225224,26557.481337194742,
48583,48583,48583,2023-05-22 03:00:00,26649.67000000,26664.05000000,26643.02000000,26654.84000000,117.14897000,26655.673018221314,26689.775646625585,26776.769834676266,26854.83428054163,26907.70479131425,26812.746282544675,26560.435621514192,
48584,48584,48584,2023-05-22 03:15:00,26654.84000000,26672.03000000,26635.77000000,26666.00000000,241.06581000,26657.550651271984,26687.511299327907,26772.42591959092,26851.094987857636,26905.299768515102,26816.762886247994,26564.452225217512,
48585,48585,48585,2023-05-22 03:30:00,26666.00000000,26675.69000000,26649.21000000,26666.72000000,139.65196000,26659.217805586166,26685.53117558239,26768.280589410886,26847.443997999068,26902.92584047018,26821.78665842722,26569.475997396738,
48586,48586,48586,2023-05-22 03:45:00,26666.72000000,26666.73000000,26644.79000000,26644.80000000,129.52007000,26656.59638638868,26681.652016003114,26763.438213355555,26843.431245563443,26900.357424147096,26827.742708049034,26575.432047018552,
48587,48587,48587,2023-05-22 04:00:00,26644.80000000,26663.30000000,26643.12000000,26653.38000000,135.35526000,26656.011588863465,26678.959443050437,26759.122204988675,26839.667854562187,26897.899937339662,26834.538077231537,26582.227416201054,
48588,48588,48588,2023-05-22 04:15:00,26653.37000000,26690.00000000,26651.12000000,26687.44000000,200.60629000,26661.725845433743,26679.767115140872,26756.311138126377,26836.65344160056,26895.805808609915,26842.06379366761,26589.753132637128,
48589,48589,48589,2023-05-22 04:30:00,26687.44000000,26728.79000000,26679.89000000,26715.06000000,256.67596000,26671.42296444579,26683.128342270313,26754.693446435147,26834.245650677774,26894.007342852605,26850.197275497467,26597.886614466985,
48590,48590,48590,2023-05-22 04:45:00,26715.06000000,26715.07000000,26691.32000000,26691.67000000,174.94565000,26675.104243637463,26683.941833482666,26752.221938731807,26831.422370466335,26891.99403595855,26858.80507333379,26606.49441230331,
48591,48591,48591,2023-05-22 05:00:00,26691.66000000,26734.77000000,26691.66000000,26731.30000000,247.55030000,26685.321653885196,26688.452135055744,26751.401470546247,26829.439749268982,26890.39509032712,26867.745930802186,26615.435269771704,
48592,48592,48592,2023-05-22 05:15:00,26731.31000000,26760.00000000,26730.30000000,26744.87000000,178.81805000,26696.148625906066,26693.825265050436,26751.145334446395,26827.765100768604,26888.947079478094,26876.87412742011,26624.563466389627,
48593,48593,48593,2023-05-22 05:30:00,26744.87000000,26800.00000000,26728.68000000,26775.42000000,345.07309000,26710.56160301405,26701.596192188492,26752.097282115163,26826.72856411972,26887.817456796718,26886.043039910932,26633.73237888045,
48594,48594,48594,2023-05-22 05:45:00,26775.43000000,26788.14000000,26748.42000000,26756.09000000,170.30209000,26718.839493375133,26706.78607864673,26752.253859287117,26825.329780671804,26886.506735833565,26895.108826514243,26642.79816548376,
48595,48595,48595,2023-05-22 06:00:00,26756.08000000,26785.56000000,26751.46000000,26783.82000000,203.49630000,26730.654130943287,26714.12264258514,26753.49174715821,26824.507804816916,26885.484977268057,26903.934110730217,26651.623449699735,
48596,48596,48596,2023-05-22 06:15:00,26783.82000000,26913.14000000,26783.82000000,26897.71000000,715.92919000,26761.027925317234,26731.607152815122,26759.147364916713,26825.957353236383,26885.60661928529,26912.391522722573,26660.08086169209,
48597,48597,48597,2023-05-22 06:30:00,26897.71000000,26910.77000000,26830.99000000,26839.68000000,314.34311000,26775.32830253228,26741.89980492797,26762.305507469,26826.22908881586,26885.149637998868,26920.36695273565,26668.05629170517,
48598,48598,48598,2023-05-22 06:45:00,26839.69000000,26843.18000000,26806.15000000,26821.69000000,219.10178000,26783.757702071867,26749.498871125306,26764.634311097667,26826.13920586901,26884.518198814803,26927.762382903442,26675.45172187296,
48599,48599,48599,2023-05-22 07:00:00,26821.68000000,26834.51000000,26795.03000000,26830.74000000,248.67145000,26792.2999380588,26757.236121494323,26767.22669105462,26826.23031070329,26883.983092358936,26934.49819016662,26682.18752913614,
48600,48600,48600,2023-05-22 07:15:00,26830.73000000,26848.88000000,26822.25000000,26847.48000000,217.64855000,26802.332676593564,26765.8307765901,26770.373879640716,26826.651096629954,26883.619877509598,26940.51484938186,26688.204188351378,
48601,48601,48601,2023-05-22 07:30:00,26847.48000000,26875.77000000,26831.02000000,26867.73000000,203.65775000,26814.223099031093,26775.535464533903,26774.19176671363,26827.46454026104,26883.461769275673,26945.774006022988,26693.463344992506,
